ID,SMILES,mutagenicity
4093,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0
4094,NC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0
4095,CC(/C=C/C=C(C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=CC=CC=C(C)C=CC=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0
4096,CSc1ccc(Cl)cc1,0
4097,C[C@H]1CCC[C@@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,0
4098,BrCc1ccccc1,1
4099,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,1
4100,COP(=S)(OC)Oc1ccc(N)c(C)c1,1
4101,O=C1NC(=O)C(C(Cl)Cl)=C1Cl,1
4102,COCCCN,0
4103,CNC,0
4104,COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
4105,O=CC=C(Cl)Cl,1
4106,Cc1cc2ccccc2c2ccc3c(c12)[C@H]1O[C@H]1[C@@H](O)[C@H]3O,1
4107,O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1,1
4108,Nc1ncnc2nc[nH]c12,1
4109,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[80Br],0
4110,O=[N+]([O-])c1cc2ccc3cc([N+](=O)[O-])cc4ccc(c1)c2c34,1
4111,Cc1cc(-c2ccc(N/N=C3C=CC(=O)C(C(=O)[O-])=C3)c(C)c2)ccc1/N=N/c1c(N)c(C)cc(S(=O)(=O)[O-])c1N,1
4112,CC(C)(S)C(=O)NC(CS)C(=O)O,0
4113,Cc1ccc(NO)cc1[N+](=O)[O-],0
4114,CN(CCCC(=O)O)N=O,1
4115,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0
4116,O=[N+]([O-])c1cccc2c1-c1ccc3ccc4cccc5cc-2c1c3c45,1
4117,O=[N+]([O-])c1ccc(N(CCO)CCO)c(O)c1,1
4118,Nc1cc([N+](=O)[O-])ccc1CO,1
4119,O=C1C=CC(=CNn2[nH]nc3c4ccccc4nc-3c2=O)C=C1,1
4120,N#CC(Cl)Cl,1
4121,CC1=C[C@@H](O)[C@@H]2C[C@H]1C2(C)C,0
4122,CCCCO[C@@H](CC)CO,0
4123,CCCOc1ccc(N)cc1N,1
4124,O=NN1CCSC1,1
4125,CC(C)Nc1ccc(Nc2ccccc2)cc1,0
4126,C=C(C)CCl,0
4127,CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,1
4128,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0
4129,Nc1ccc(Cl)c(Cl)c1,0
4130,CC(=O)c1ccco1,1
4131,Cc1ccc(N)cc1N,1
4132,CC(=O)N(O)c1ccccc1C,1
4133,Cc1c([N+](=O)[O-])c2ccccc2c2ccc3ccccc3c12,1
4134,CCCCCc1cc(O)cc(O)c1,0
4135,CN(C)CCNC(=O)c1cccn2c(=O)c3ccccc3nc12,1
4136,c1ccc(C(c2ccccc2)c2ccccc2)cc1,0
4137,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccc(N=[N+]=[N-])cc23)cc1,1
4138,CN(C)CCCNc1c2ccccc2nc2c(Cl)ccc([N+](=O)[O-])c12,1
4139,Cc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1
4140,C[n+]1c2ccccc2cc2cc(N)ccc21,1
4141,Cc1cc(N)c(C)cc1N,1
4142,NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1
4143,C=C[Si](OCC)(OCC)OCC,0
4144,O=C1C=CCO1,0
4145,CSCNc1ccccc1,1
4146,Oc1c(Br)cc(Br)cc1Br,0
4147,C=C(C)C(=O)OCCC,0
4148,CCc1cccc2c(CCO)c[nH]c12,0
4149,CCCCCCN=[N+]=[N-],1
4150,CN(C)C(=O)Nc1ccc(Cl)cc1,0
4151,C=C/C=CC,0
4152,C=CC(=O)N(CC1CO1)CC1CO1,1
4153,O[C@]1[C]2O[C]2c2c3nc4ccc5ccccc5c4cc3ccc2[C@@]1O,1
4154,O[C@]1C=CC=C[C@@]1O,1
4155,O=[N+]([O-])[C-]1CCCC1,1
4156,CSCCC=O,0
4157,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1
4158,CCCCCCOCCOCCO,0
4159,C1CCC2CCCCC2C1,0
4160,COc1nsc2ccc(N)cc12,1
4161,CNCCO,0
4162,Nc1ccc2c(n1)[nH]c1ccccc12,1
4163,[N-]=[N+]=NC[C@@H](O)c1ccccc1,1
4164,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0
4165,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0
4166,CN1C(=O)[C@]23CC4=CC=CC(O)C4N2C(=O)[C@@]1(CO)SS3,0
4167,N[C@@H](CS/C(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)O,1
4168,CC(=O)Nc1cc2c(cc1Cl)-c1ccccc1C2,1
4169,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0
4170,N[C@@H](CCC(=O)[O-])C(=O)O,0
4171,O=C1C=CC(=C(Cl)Cl)O1,1
4172,Cc1n[nH]c(=O)[nH]c1=O,0
4173,CC(O)CO,0
4174,O=C(Cl)c1cccc([N+](=O)[O-])c1,1
4175,CNc1ccc(/N=N/c2ccc(N(C)C(C)=O)cc2)cc1,1
4176,CCCCCCCC(=O)O,0
4177,Oc1ccc(Cl)c(Cl)c1Cl,0
4178,CN(CCO[N+](=O)[O-])[N+](=O)[O-],1
4179,O=[N+]([O-])c1ccc2c(c1)sc1ccccc12,1
4180,O=C1CCCN1c1ncc([N+](=O)[O-])s1,1
4181,CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,0
4182,O=C(C=Cc1ccccc1)c1ccc(-c2ccccc2)cc1,0
4183,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(N(C)C)cc2)cc1,1
4184,Cc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(C)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-],1
4185,Cn1c(N)nc2c3ccc(=O)[nH]c3ccc21,1
4186,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,1
4187,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0
4188,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,1
4189,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccc(O)cc3)c(F)c21,1
4190,CCC(CO)[N+](=O)[O-],0
4191,CN/C(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0
4192,CN(Cc1ccc(C#N)cc1)N=O,1
4193,[N-]=[N+]=NCCO,1
4194,CC(=CC1=CCOC1=O)/C=C(C)/C=C/C=C(C)C(=O)C12O[C@H]1[C@](O)(CCO)NC2=O,1
4195,Cc1cc(C)c(N)c(C)c1N,1
4196,OC1C=C2c3cc4ccccc4cc3-c3cccc(c32)C1O,1
4197,Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O,1
4198,CC(=O)c1ccc(NO)cc1,1
4199,CC(=O)OC1Cc2ccc3ccc4cccc5cc1c2c3c45,1
4200,Cc1cc(=O)oc2cc3c(cc12)C1(C)OOC1(C)O3,1
4201,CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1,1
4202,Cc1cc2c(nc(N)n2C)c2nccnc12,1
4203,CC1=C[C@H]2O[C@@H]3[C@@H](O)C[C@@](C)([C@]34CO4)[C@@]2(CO)[C@H](O)C1=O,0
4204,CCc1c2ccccc2cc2c3c(ccc12)[C@H](O)[C@@H](O)[C@H]1O[C@@H]31,1
4205,C[C@@]12CCC3c4ccc(O)cc4CCC3C1CC[C@H]2O,0
4206,CC(C)(C)C1=CC(=O)C=C(C2=CC(=O)C=C(C(C)(C)C)C2=O)C1=O,1
4207,Cc1cnc2c(n1)c(C)cc1c2nc(N)n1C,1
4208,Nc1ncn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,1
4209,ClC1OC1CBr,1
4210,O=C1NCCCN1/N=C/c1ccc([N+](=O)[O-])o1,1
4211,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1
4212,CC1(C)COC1=O,1
4213,O=[N+]([O-])c1cccc(OS(=O)(=O)c2cccc3cccnc23)c1,1
4214,Cc1cc(C)c([NH3+])c(C)c1,1
4215,Cc1cc(Nc2ccc(O)cc2)ccc1N,1
4216,CC1(C)C[C@H]2[C@](O)(C=C(C=O)[C@]3(C=O)C[C@]23C)C1,1
4217,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1,1
4218,Clc1ccc2ccc3cccc4ccc1c2c34,1
4219,COC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
4220,C=C1CC[C@H](O)C/C1=CC=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,0
4221,NC1CCC(CC2CCC(N)CC2)CC1,0
4222,O=[N+]([O-])c1ccccc1C(F)(F)F,0
4223,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
4224,N[C@@H]1CC1c1ccccc1,0
4225,CC(=O)OCc1c(O)c(C(=O)O)c(C)c2c1OC(=O)c1c(C)cc(O)c(C=O)c1O2,1
4226,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,0
4227,O=[N+]([O-])c1ccc2ccc3nc4ccccc4c4ccc1c2c34,1
4228,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CCCCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0
4229,O=C(O)CCCCC1SCC2NC(=O)NC21,0
4230,CN1CCC=C2c3nc(N)sc3CCC21,1
4231,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0
4232,Cc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,1
4233,NC(=O)C1CO1,1
4234,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0
4235,COC(C)(C)CC(C)=O,0
4236,CCCCON(OC(C)=O)C(=O)c1ccc2ccccc2c1,1
4237,O=C1OC(=O)c2ccccc21,0
4238,C[n+]1c2ccccc2cc2c(N)cccc21,1
4239,OCCCBr,1
4240,O=C(Cc1ccccc1)NC(Cc1ccc(Cl)cc1)C(=O)[O-],1
4241,CC(C)(C)c1ccc(O[P@]2OCC3(CO[P@@](Oc4ccc(C(C)(C)C)cc4C(C)(C)C)OC3)CO2)c(C(C)(C)C)c1,0
4242,CCCCON=O,1
4243,O=C1C=C(O)c2ccccc2C1=O,0
4244,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0
4245,c1ccc(-c2ccccc2-c2ccccc2)cc1,0
4246,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0
4247,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,0
4248,CCCCC(CC)CO,0
4249,N[C@@H](CSC(F)(F)C(Cl)Br)C(=O)O,1
4250,CCCCCCCCCCCCCC(=O)N[N+](C)(C)CC(C)[O-],0
4251,OC(CBr)C(O)C(O)C(O)CBr,1
4252,Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-],1
4253,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,0
4254,O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccccc1-2,1
4255,CC(=O)OC1Cc2c(C)ccc3cc4c(ccc5ccccc54)c1c23,1
4256,CN(C)CCN1C=CN(C)/C1=C/[NH+]=O,0
4257,COc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,1
4258,Cn1ccnc1[N+](=O)[O-],1
4259,Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)CC(C(C)(O)CCl)O3,1
4260,Cc1cnc2cc3nc(N)n(C)c3c(C)c2n1,1
4261,Oc1c2c3c(ccc4ccc5cccc1c5c43)-c1ccccc1-2,1
4262,O=[N+]([O-])c1cc2cccc3c2c(c1[N+](=O)[O-])-c1ccccc1-3,1
4263,ClC=CCl,0
4264,CCCCCCC(O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(=O)OC2=O,0
4265,Cc1cccc(O)c1N,0
4266,Nc1ccc(N)c(Cl)c1,1
4267,N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,0
4268,Cc1ccc2nsc(NC(=O)C(Cl)(Cl)Cl)c2c1,1
4269,CCCCCCCCCCCCOCCO,0
4270,Cc1ccc(/N=N/N(C)C)cc1,1
4271,CCCCON(OC(C)=O)C(=O)c1ccc(OC)cc1,1
4272,Cc1ccc(NC2OC[C@@H](O)[C@@H](O)[C@@H]2O)cc1,1
4273,Cc1c2ccccc2cc2ccccc12,1
4274,CCCCCNCCCCC,0
4275,CC(=O)OCC(O)CO,1
4276,O=[N+]([O-])c1cccc2nc3ccccc3nc12,1
4277,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21,1
4278,O=Nc1ccccc1-c1ccccc1,1
4279,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,0
4280,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0
4281,CCC(C)(C)C,0
4282,c1ccc2cc3cc4ccccc4cc3cc2c1,1
4283,Cc1c(C)c(Br)c(Br)c(Br)c1Br,0
4284,Nc1cc(S(=O)(=O)O)ccc1O,0
4285,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,0
4286,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1
4287,CN(N=O)C(N)=O,1
4288,Oc1cc(Cl)cc(Cl)c1Cl,0
4289,NC(=O)N(c1ccccc1)c1ccc(C(=O)O)cc1,0
4290,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0
4291,ClC1C=Cc2cc3c4c(ccc5cccc(c54)C=3)c2=C1,1
4292,O=C1C=Cc2ccccc2C1=NNc1ccc(N=Nc2ccccc2)cc1,0
4293,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0
4294,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1
4295,c1ccc2c(c1)C1=c3c-2cc2cccc4ccc(c3c42)C2OC12,1
4296,CNCC(O)c1ccc(O)c(O)c1,0
4297,BrCCC(Br)Br,1
4298,CC(C)O,0
4299,CCCCCCCCCCC,0
4300,O=[N+]([O-])c1ccc2cccc3c2c1C=C3,1
4301,O=C(O)/C(Cl)=C(CO)C(Cl)Cl,1
4302,C[C@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0
4303,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,0
4304,Nc1cccc2c1C(=O)c1cccc(N)c1C2=O,1
4305,Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
4306,CCN(C)C(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0
4307,O=[N+]([O-])c1ccccc1-c1ccccc1,0
4308,Cc1ccc(C)cc1,0
4309,CNC(=O)ONC(C)=O,1
4310,CCN(C(=O)CCCCl)c1snc2ccccc12,0
4311,Cc1ccc2n[nH]nc2c1,0
4312,Cc1ccc2cc3c(c4c2c1CC4)C1OC1c1ccccc1-3,1
4313,O=S(=O)(NO)c1cccc2cccnc12,0
4314,C1=Cc2c3ccccc3cc3cc4ccccc4c1c23,1
4315,CCC(C)Nc1ccc(NC(C)CC)cc1,0
4316,O=C(CBr)c1ccccc1,0
4317,C=CC(=O)OCCOC(=O)C=C,0
4318,C(=Cc1ccccc1)c1ccccc1,0
4319,[2H]c1c([2H])c([2H])c(C([2H])([2H])C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c([2H])c1[2H],0
4320,Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],1
4321,CC(=O)CC(C)(C)O,0
4322,Oc1cccc2cccnc12,1
4323,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,0
4324,O=[N+]([O-])c1ccc2ccc3cccc4c5c(c1c2c34)CCCC5,1
4325,O=[N+]([N-]c1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1,0
4326,CN(C)C(=S)SNCCNSC(=S)N(C)C,1
4327,O=C(O)C(Br)Br,1
4328,N[C@@H]1CCCCN1,1
4329,Cc1c2ccccc2c(COS(=O)(=O)O)c2ccccc12,1
4330,CC(C)(C)OOC(C)(C)c1ccc(C(C)(C)OOC(C)(C)C)cc1,0
4331,C[As+](C)(C)CC(=O)[O-],0
4332,CCOc1cc(C=O)ccc1O,0
4333,[3H]c1cc(=O)[nH]c(=O)n1[C@H]1C[C@H](O)[C@@H](CO)O1,0
4334,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,0
4335,COC1=CC(=O)c2nc(C)c3c([nH]c4ccccc43)c2C1=O,1
4336,CNNC,1
4337,O=CN(O)c1ccc(Oc2ccccc2)cc1,1
4338,COc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,1
4339,CC(=O)OCN(CCCl)N=O,1
4340,CCCCOS(=O)(=O)c1ccccc1,1
4341,c1ccc2c(OCC3CO3)cccc2c1,1
4342,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,1
4343,Nc1cc(Cl)c([N+](=O)[O-])cc1O,1
4344,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CC1)=CC2=O,1
4345,COc1c(Cl)ccc(Cl)c1C(=O)O,0
4346,O=[13c]1[13cH][13cH][15n]([13C@H]2[13CH2][13C@H](O)[13C@@H]([13CH2]O)O2)[13c](=O)[15nH]1,0
4347,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0
4348,O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13,1
4349,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2C=CO[C@@H]2O1,1
4350,O=Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1
4351,C/C=C/CC#N,0
4352,O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc(O)ccc1-2,1
4353,O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1,1
4354,O=C1c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],1
4355,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)CCC=C(C)C,0
4356,C1=COc2c(c3cc4ccccc4cc3c3ccccc23)C=C1,1
4357,Cc1ccccc1-c1ccccc1,0
4358,O=[N+]([O-])c1ccc2[nH]c3c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc3c2c1,1
4359,C=CC(N)=O,0
4360,FC(F)(F)c1ccccc1CN1C2c3ccccc3-c3ccccc3C21,1
4361,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,1
4362,Cc1cccc(NO)c1C,1
4363,Clc1cccc(Cl)c1,0
4364,CCCCCCCC/C=CCCCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC,0
4365,O=[N+]([O-])c1ccc2c(Cl)nsc2c1,1
4366,Cc1cc(C)cc(N/N=C2C(=O)C=Cc3ccccc32)c1,0
4367,Nc1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)[O-])cc4c(c3N)C(=O)C(=NNc3ccc(N=Nc5ccc(N)cc5N)cc3)C(S(=O)(=O)[O-])=C4)cc2)c(N)c1,1
4368,O=Nc1ccc(Sc2ccccc2)cc1,1
4369,O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sccn12,1
4370,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0
4371,Cc1cccc(CN(C)N=O)c1,1
4372,Cc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1
4373,O=C(O)/C=C(CCl)C(Cl)Cl,1
4374,OC[C@H]1O[C@@H](n2cnc3c(=S)nc[nH]c32)[C@H](O)[C@@H]1O,1
4375,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0
4376,O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
4377,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(O)ccc2c1,0
4378,CCCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
4379,ONc1ncnc2nc[nH]c12,1
4380,CC(=O)N1CCC[C@H]1C(=O)N(CC(=O)O)N=O,1
4381,O=C(O)c1ccc2c(c1)C(=O)OC2=O,0
4382,CC(=O)OCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,1
4383,C=C(C#N)C(=O)OC,1
4384,CC(=O)c1ccncc1,0
4385,O=[N+]([O-])c1cccc2ccccc12,1
4386,N[C@@H](CCC(=O)NNc1ccc(CO)cc1)C(=O)O,1
4387,ClC(Cl)Cl,0
4388,BrCc1ccc2cccc3c2c1-c1ccccc1-3,1
4389,CO[PH](=O)OC,1
4390,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,1
4391,Oc1cccc(O)c1O,1
4392,C=C[Si](C)(C)CCl,0
4393,CN1CCNCC1,0
4394,Oc1cc(Cl)cc(Cl)c1,0
4395,CC[Ge](Cl)(CC)CC,0
4396,CCC1CO1,1
4397,CC(=O)OCc1ccc(/N=N/c2ccccc2COC(C)=O)cc1,1
4398,O=[N+]([O-])C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,1
4399,Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1
4400,C=CCC,0
4401,CCCCOCCCC,0
4402,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0
4403,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,0
4404,CN,0
4405,Clc1cc2ccccc2c2ccccc12,1
4406,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,0
4407,CCCCCCC(=O)O,0
4408,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1
4409,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1
4410,O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)[C@](O)[C@@](O)C=C3,1
4411,CC1=CC(=O)c2nc(C)c3c([nH]c4ccccc43)c2C1=O,1
4412,OCCCCCCO,0
4413,CC1=Cc2nc3c(ccc4ccccc43)c(C)c2[C@H](O)[C@H]1O,1
4414,C=C(C)CC(C)(C)C,0
4415,O=C(N=c1sn(C(=O)c2cccc(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1cccc(Cl)c1,1
4416,O=C(O)CC(O)C(=O)O,0
4417,O=C(C=Cc1ccccc1)c1ccccc1,0
4418,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,0
4419,CC(=O)C1=C(O)C2c3c[nH]c4cccc(c34)CC2C(C)(C)N(C)C1=O,0
4420,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0
4421,CN(C)CCCCl,1
4422,C1=CC23CCCC2(C=C1)O3,1
4423,O=C1C=CC(=O)[N-]1,1
4424,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12,1
4425,S=C([S-])NCCNC(=S)[S-],0
4426,Nc1ccccc1C(F)(F)F,0
4427,N[C@@H](CCC(=O)N[C@@H](CSC(=O)NCCCl)C(=O)NCC(=O)O)C(=O)O,1
4428,C=CCl,1
4429,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0
4430,O=[N+]([O-])c1c2c(cc3ccccc13)[C@](O)[C@@](O)C=C2,1
4431,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,1
4432,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)OC[C@]4(C)[C@H]3CC[C@@]21C,0
4433,Cc1cc(C)c2ccc3ccccc3c2c1,1
4434,NC(=O)c1ccccc1C(N)=O,0
4435,NC(=S)c1c(Cl)cccc1Cl,1
4436,O=C(N=c1sn(C(=O)c2ccc(Cl)cc2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)cc1,1
4437,N[C@@H](CS)C(=O)OC(=O)NCCCl,1
4438,CC(C)(C)NC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
4439,Fc1cccc2c1ccc1ncccc12,1
4440,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,1
4441,O=[N+]([O-])c1ccc2c(c1)CCc1c-2ccc2c1CCCC2,1
4442,CC(=O)ON(OCc1ccc(Oc2ccccc2)cc1)C(=O)c1ccccc1,1
4443,CCOc1cccc([N+](=O)[O-])c1,0
4444,CCN(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,1
4445,COc1cccc2c1CC([N+](=O)[O-])c1ccc3c(c1-2)OCO3,1
4446,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,1
4447,O=[N+]([O-])c1ccccc1S(=O)(=O)O,0
4448,COc1ccc2c(cc3c4c(cc5c(c42)OCO5)CCN3C)c1OC,1
4449,O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,0
4450,O=[N+]([O-])c1ccccc1Cl,1
4451,CC(=O)OC(C)(C)C,0
4452,C=Cc1ccccc1C=C,0
4453,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,1
